date,close,m2,m2_idx,btc_idx,m2_yoy,ratio
2020-09-30,10766.81409456,18602.5,120.58325932936197,115.32413074575085,23.629294876055027,0.9563859144887907
2020-10-31,13795.5265476,18757.6,121.58863298999812,147.76489064538973,23.53448673283236,1.2152854013709067
2020-11-30,19721.87473021,18997.0,123.140447653804,211.24243810313547,24.195868200836813,1.7154593972000218
2020-12-31,28977.96181814,19115.7,123.90987288602524,310.3850617379052,24.552532985828314,2.5049259958760794
2021-01-31,33136.13947086,19379.0,125.61660973222446,354.9236057375299,25.61660973222446,2.8254512400399645
2021-02-28,44986.74483459,19641.8,127.32010552858281,481.85630378361293,26.775272051325082,3.7846049670092228
2021-03-31,58719.4543697,19873.2,128.8200633949349,628.948356828406,23.95184931079648,4.8823788799123955
2021-04-30,57758.64693121,20175.4,130.77895391875336,618.6570783049016,18.224701587431813,4.7305553360615145
2021-05-31,37303.7500887,20459.0,132.6172773884917,399.56318691428663,14.086399857245603,3.012904462996916
2021-06-30,35060.42896638,20477.1,132.73460339273095,375.53481081871996,12.608678915328063,2.8292156018095707
2021-07-31,41700.99674168,20633.3,133.74710736301702,446.66241640556217,12.532587235620696,3.339604311540204
2021-08-31,47225.2696,20840.7,135.0914948370076,505.83330575062735,13.195772138698182,3.7443756645148696
2021-09-30,43797.59220008,20981.0,136.00093342235417,469.1192032175155,12.785915871522647,3.449382231522298
2021-10-31,61339.97564069,21160.7,137.16576673516084,657.0169512170064,12.811340469996168,4.789948445996531
2021-11-30,57030.12565284,21335.9,138.30143059939977,610.8538337777899,12.311943991156514,4.4168294653955735
2021-12-31,46304.9495942,21498.8,139.3573646375534,495.9756910704932,12.46671584090564,3.5590203098375754
2022-01-31,38472.00623586,21650.0,140.33745810943083,412.0764636808725,11.718870942773108,2.9363255486610567
2022-02-28,43181.1437,21724.8,140.82231916562412,462.51637838958743,10.604934374649977,3.284396828073908
2022-03-31,45540.82638714,21786.8,141.2242093458913,487.791111689544,9.629048165368426,3.4540190661986916
2022-04-30,37660.45292214,21769.5,141.11206902139742,403.3838569694889,7.901206419699225,2.8586063528578984
2022-05-31,31852.83438319,21719.5,140.78796403731096,341.1780313812384,6.161102693191256,2.4233465816070825
2022-06-30,19816.74635993,21651.2,140.34523662904888,212.25861504589702,5.733722060252688,1.5124034142100935
2022-07-31,23314.4296,21652.8,140.35560798853965,249.72255523678953,4.941041907983701,1.7792132342669196
2022-08-31,20046.9471,21638.2,140.2609693331864,214.72431195609212,3.8266468976569934,1.5308914017699387
2022-09-30,19449.60773627,21536.5,139.60173979555458,208.32616648080355,2.6476335732329215,1.4922891848331923
2022-10-31,20504.46022827,21461.5,139.1155823194249,219.62476842902086,1.4215030693691677,1.578721554891945
2022-11-30,17188.63467961,21406.5,138.75906683692983,184.10871922956693,0.3308976888718007,1.326822984806695
2022-12-31,16538.3479,21291.0,138.01038432369012,177.14345012253665,-0.9665655757530645,1.2835516036754429
2023-01-31,23153.2004,21279.4,137.93519196738208,247.99561752081027,-1.7117782909930601,1.7979140347262104
2023-02-28,23139.07679412,21242.9,137.69859532899898,247.84433854851616,-2.2182022389158784,1.799904624708403
2023-03-31,28467.19662927,20946.8,135.77924561323903,304.914218561428,-3.8555455596966937,2.2456614572006255
2023-04-30,29310.54,20761.4,134.5774643322465,313.94733089117176,-4.630790785272964,2.332837317517699
2023-05-31,27225.77,20829.6,135.0195435305404,291.6172074263025,-4.097239807546216,2.159814792740289
2023-06-30,30492.03,20799.3,134.82313591018402,326.60235642037077,-3.934654892107603,2.422450377047642
2023-07-31,29225.93,20791.2,134.77063090276204,313.04106701248844,-3.9791620483263124,2.322769173933376
2023-08-31,25936.45,20777.2,134.6798815072178,277.80720690551357,-3.9790740449760165,2.062722388797359
2023-09-30,26967.11,20747.8,134.48930777657498,288.8466813081106,-3.662154946254037,2.147729704936597
2023-10-31,34650.03,20732.9,134.39272449131724,371.13899756875946,-3.3949164783449337,2.7616003691683306
2023-11-30,37715.02,20746.5,134.48088104698874,403.96832891878347,-3.083175670941074,3.003909000102651
2023-12-31,42224.09,20777.9,134.68441897699503,452.26530643272406,-2.4099384716546823,3.3579630804211575
2024-01-31,42611.24,20843.9,135.11223755598914,456.41209830876994,-2.046580260721642,3.3780219065622195
2024-02-29,61256.01,20927.4,135.6534928794135,656.117589117871,-1.4852021145888794,4.83671725062851
2024-03-31,71216.98,20973.9,135.9549105146139,762.8102650149045,0.12937536998491872,5.610759200440277
2024-04-30,60761.95,20959.7,135.86286469913333,650.82567643731,0.9551379001416116,4.790313216776016
2024-05-31,67576.21,21020.6,136.25762456975062,723.8137121063382,0.9169643200061417,5.312096951578781
2024-06-30,62849.53,21068.4,136.5674689345373,673.1858980170487,1.293793541128796,4.929328362523405
2024-07-31,64665.98,21095.3,136.74183741597577,692.6420263994419,1.4626380391704163,5.065326307503013
2024-08-31,58965.98,21186.8,137.33494953685397,631.5889108280576,1.9713917178445506,4.598894257856556
2024-09-30,63290.0,21269.5,137.87101918053295,677.9038043005096,2.51448346330696,4.916941996438276
2024-10-31,70340.01,21331.9,138.27550220067283,753.4169754074244,2.889127907818012,5.448665623459644
2024-11-30,96436.01,21452.2,139.05529879238483,1032.9331339952914,3.40153760875328,7.428218435152926
2024-12-31,93354.22,21485.9,139.2737455516591,999.9238566204253,3.4074665870949428,7.17955744393717
2025-01-31,102411.26,21548.1,139.67693215186262,1096.9344723843988,3.378446451959549,7.853368881210575
2025-02-28,84297.73,21613.5,140.1008614710477,902.9191319465507,3.2784770205567693,6.444779300183974
2025-03-31,82534.32,21693.6,140.62007765555418,884.0311188711588,3.431407606596748,6.286663566184153
2025-04-30,94182.54,21775.6,141.15160982945594,1008.7960525309672,3.892708388001731,7.1468972528887775
2025-05-31,104645.87,21833.9,141.52951624090076,1120.869543013692,3.8690617774944647,7.919687516672022
2025-06-30,107173.21,21938.8,142.20948849751412,1147.9400660151275,4.131305652066586,8.072176323418772
2025-07-31,115761.13,22020.0,142.73583499167052,1239.925903256847,4.3834408612345,8.68685781204982
2025-08-31,108247.95,22087.0,143.17013567034633,1159.4516845114765,4.248871939131926,8.098418563918596
2025-09-30,114067.71,22170.3,143.71009457383434,1221.7875581742342,4.235172430005396,8.501751820548089
2025-10-31,109555.27,22245.1,144.19495563002766,1173.4544843445963,4.28091262381689,8.137971811964219
2025-11-30,90369.51,22277.5,144.4049756597157,967.9544102033962,3.8471578672583773,6.7030544188750145
2025-12-31,87497.94,22353.6,144.89826344549525,937.1968145750947,4.0384624335028985,6.467964434422842
2026-01-31,78648.0,22429.3,145.38895839140213,842.4044620102146,4.0894556828676265,5.794143319621113
2026-02-28,66967.85,22627.3,146.67241412838445,717.2975237924774,4.690586901704941,4.890473290803113
2026-03-31,68221.85,22686.0,147.05291337970195,730.7292092181818,4.574621086403363,4.9691583282772696
2026-04-30,76305.78,22686.0,147.05291337970195,817.3167728253711,4.180826245889913,5.557977424867444
2026-05-31,81789.99,22686.0,147.05291337970195,876.0585459740977,3.9026468015333826,5.957437536188399
