date,btc,gld_shift,gld_scaled
2024-12-13,101371.0,205.72,81119.91183660564
2024-12-16,106010.0,207.82,81947.98793449049
2024-12-17,106052.0,210.89,83158.55632520786
2024-12-18,100368.0,212.74,83888.05193524928
2024-12-19,97874.66,211.52,83406.97915457333
2024-12-20,97691.36,215.14,84834.42461854625
2024-12-23,94764.56,216.48,85362.81603338706
2024-12-24,98594.47,217.67,85832.05915552181
2024-12-26,95669.49,215.61,85019.75593569192
2024-12-27,94171.89,219.8,86671.96491194789
2024-12-30,92620.71,216.89,85524.4880334503
2024-12-31,93354.22,220.95,87125.43515602768
2025-01-02,96903.19,221.22,87231.9020828986
2025-01-03,98136.51,219.59,86589.1573021594
2025-01-06,102279.41,220.34,86884.89876568971
2025-01-07,96941.98,221.03,87156.98091213759
2025-01-08,95036.63,215.57,85003.98305763697
2025-01-10,94701.18,215.04,84794.99242340888
2025-01-13,94506.45,214.64,84637.26364285938
2025-01-14,96534.96,215.92,85141.99574061777
2025-01-15,100510.23,216.62,85418.0211065794
2025-01-16,99981.78,216.18,85244.51944797495
2025-01-17,104107.0,211.87,83544.99183755413
2025-01-21,106159.26,213.79,84302.08998419171
2025-01-22,103667.11,213.13,84041.83749628504
2025-01-23,103926.36,212.96,83974.80276455151
2025-01-24,104850.27,215.2,84858.08393562867
2025-01-27,102062.42,214.21,84467.70520376868
2025-01-28,101290.0,213.58,84219.28237440324
2025-01-29,103747.25,216.95,85548.14735053273
2025-01-30,104742.64,218.71,86242.1539849505
2025-01-31,102411.26,216.26,85276.06520408485
2025-02-03,101460.2,218.09,85997.6743750988
2025-02-04,97795.05,220.89,87101.77583894525
2025-02-05,96638.33,220.03,86762.65896076385
2025-02-06,96564.62,223.66,88194.04764425052
2025-02-07,96537.08,224.56,88548.93740048689
2025-02-10,97444.41,224.23,88418.81115653354
2025-02-11,95774.08,220.11,86794.20471687375
2025-02-12,97862.53,215.72,85063.13135034303
2025-02-13,96625.29,215.92,85141.99574061777
2025-02-14,97509.03,218.19,86037.10657023617
2025-02-18,95607.4,216.16,85236.63300894748
2025-02-19,96632.03,216.57,85398.3050090107
2025-02-20,98347.2,215.3,84897.51613076606
2025-02-21,96157.03,217.22,85654.61427740364
2025-02-24,91510.82,215.27,84885.68647222484
2025-02-25,88583.74,217.82,85891.20744822788
2025-02-26,84111.78,219.43,86526.0657899396
2025-02-27,84625.19,211.6,83438.52491068322
2025-02-28,84297.73,213.54,84203.50949634827
2025-03-03,86161.1,214.15,84444.04588668626
2025-03-04,87249.96,214.72,84668.80939896929
2025-03-05,90603.73,212.97,83978.74598406524
2025-03-06,89921.85,215.73,85067.07456985676
2025-03-07,86756.98,214.61,84625.43398431818
2025-03-10,78544.71,215.47,84964.5508624996
2025-03-11,82914.51,218.16,86025.27691169495
2025-03-12,83659.43,214.78,84692.46871605172
2025-03-13,81073.43,215.63,85027.64237471939
2025-03-14,83980.49,214.56,84605.7178867495
2025-03-17,84011.4,212.58,83824.9604230295
2025-03-18,82698.76,214.99,84775.2763258402
2025-03-19,86877.96,215.01,84783.16276486767
2025-03-20,84183.42,215.57,85003.98305763697
2025-03-21,84061.96,215.56,85000.03983812324
2025-03-24,87523.62,217.99,85958.24217996142
2025-03-25,87427.88,220.93,87117.54871700022
2025-03-26,86926.01,218.19,86037.10657023617
2025-03-27,87217.48,218.56,86183.00569224445
2025-03-28,84381.8,219.36,86498.46325334345
2025-03-31,82534.32,223.25,88032.37564418728
2025-04-01,85170.37,223.11,87977.17057099496
2025-04-02,82490.08,223.83,88261.08237598406
2025-04-03,83174.33,228.29,90019.75827911093
2025-04-04,83860.16,227.23,89601.77701065477
2025-04-07,79140.01,225.78,89030.01018116284
2025-04-08,76251.64,221.73,87433.0062780992
2025-04-09,82594.75,221.8,87460.60881469537
2025-04-10,79552.34,222.58,87768.17993676689
2025-04-11,83380.47,221.8,87460.60881469537
2025-04-14,84590.36,218.33,86092.31164342849
2025-04-15,83629.78,220.63,86999.25213158809
2025-04-16,84028.72,220.32,86877.01232666222
2025-04-17,84961.97,222.52,87744.52061968447
2025-04-21,87522.07,226.55,89333.63808372062
2025-04-22,93489.1,225.77,89026.0669616491
2025-04-23,93740.92,225.34,88856.5085225584
2025-04-24,94021.96,222.48,87728.7477416295
2025-04-25,94708.79,220.7,87026.85466818424
2025-04-28,95042.57,220.55,86967.7063754782
2025-04-29,94271.09,224.01,88332.06032723132
2025-04-30,94182.54,224.56,88548.93740048689
2025-05-01,96524.98,228.41,90067.07691327579
2025-05-02,96929.81,228.06,89929.06423029497
2025-05-05,94733.99,226.2,89195.62540073981
2025-05-06,96839.17,226.91,89475.59398621517
2025-05-07,97058.32,231.99,91478.74949919377
2025-05-08,103253.49,231.61,91328.90715767175
2025-05-09,102986.96,232.46,91664.08081633942
2025-05-12,102800.21,232.15,91541.84101141356
2025-05-13,104131.06,229.37,90445.62598659458
2025-05-14,103545.38,232.02,91490.57915773499
2025-05-15,103786.43,232.76,91782.37740175154
2025-05-16,103500.03,233.39,92030.800231117
2025-05-19,105616.18,231.75,91384.11223086406
2025-05-20,106883.24,232.95,91857.29857251255
2025-05-21,109699.54,231.29,91202.72413323214
2025-05-22,111722.53,230.29,90808.4021818584
2025-05-23,107329.61,230.43,90863.60725505074
2025-05-27,108978.46,232.35,91620.7054016883
2025-05-28,107819.29,230.63,90942.47164532548
2025-05-29,105572.58,231.6,91324.963938158
2025-05-30,104033.26,232.62,91727.17232855923
2025-06-02,105904.94,232.25,91581.27320655093
2025-06-03,105447.82,236.33,93190.1067681558
2025-06-04,104753.38,238.68,94116.76335388409
2025-06-05,101570.2,238.66,94108.8769148566
2025-06-06,104397.99,237.34,93588.37193904327
2025-06-09,110301.15,235.51,92866.76276802932
2025-06-10,110300.24,239.17,94309.98111005721
2025-06-11,108669.37,242.21,95508.71984223339
2025-06-12,105721.05,242.68,95694.05115937904
2025-06-13,106118.7,246.07,97030.802574536
2025-06-16,106853.38,245.73,96896.73311106894
2025-06-17,104590.44,246.98,97389.63555028611
2025-06-18,104915.6,245.02,96616.7645255936
2025-06-20,103317.8,243.06,95843.89350090106
2025-06-23,105419.39,245.61,96849.4144769041
2025-06-24,106141.0,245.66,96869.13057447279
2025-06-25,107400.22,245.49,96802.09584273925
2025-06-26,107029.64,245.0,96608.87808656611
2025-06-27,107113.38,244.17,96281.59086692591
2025-06-30,107173.21,242.37,95571.81135445318
2025-07-01,105711.78,241.05,95051.30637863984
2025-07-02,108888.32,242.82,95749.25623257137
2025-07-03,109628.83,245.47,96794.20940371176
2025-07-07,108269.84,245.07,96636.48062316228
2025-07-08,108958.04,245.92,96971.65428182995
2025-07-09,111282.85,247.15,97456.67028201965
2025-07-10,116031.3,248.63,98040.26677005278
2025-07-11,117582.16,251.27,99081.27672167946
2025-07-14,119863.71,251.22,99061.56062411077
2025-07-15,117781.64,253.93,100130.1731123336
2025-07-16,118681.68,250.87,98923.54794112996
2025-07-17,119273.69,252.8,99684.58930728129
2025-07-18,118023.05,253.32,99889.63672199562
2025-07-21,117428.79,253.33,99893.57994150936
2025-07-22,120026.42,256.09,100981.90852730087
2025-07-23,118810.44,257.5,101537.90247873786
2025-07-24,118397.04,253.51,99964.55789275662
2025-07-25,117633.27,252.47,99554.46306332794
2025-07-28,118070.59,252.83,99696.4189658225
2025-07-29,117933.39,253.4,99921.18247810552
2025-07-30,117830.15,245.7,96884.90345252772
2025-07-31,115761.13,249.65,98442.475160454
2025-08-01,113248.73,247.96,97776.07106263239
2025-08-04,115051.85,242.14,95481.11730563722
2025-08-05,114112.95,240.05,94656.98442726611
2025-08-06,115028.83,237.63,93702.72530494165
2025-08-07,117515.49,237.01,93458.24569508994
2025-08-08,116683.79,236.59,93292.63047551297
2025-08-11,118701.84,241.09,95067.0792566948
2025-08-12,120113.18,243.25,95918.81467166207
2025-08-13,123365.63,244.62,96459.0357450441
2025-08-14,118389.79,246.66,97263.45252584651
2025-08-15,117436.96,249.84,98517.39633121502
2025-08-18,116286.76,242.48,95615.18676910429
2025-08-19,112856.19,242.95,95800.51808624994
2025-08-20,114276.0,243.49,96013.45193999178
2025-08-21,112480.3,245.59,96841.52803787662
2025-08-22,116908.68,243.44,95993.73584242308
2025-08-25,110127.74,243.93,96186.95359859621
2025-08-26,111788.01,244.67,96478.75184261278
2025-08-27,111253.21,242.86,95765.02911062632
2025-08-28,112574.85,242.95,95800.51808624994
2025-08-29,108378.32,245.36,96750.83398906066
2025-09-02,111247.94,248.59,98024.49389199784
2025-09-03,111756.41,250.96,98959.0369167536
2025-09-04,110720.79,247.28,97507.93213569824
2025-09-05,110670.02,244.29,96328.90950109076
2025-09-08,112072.57,244.88,96561.55945240126
2025-09-09,111549.32,243.94,96190.89681810995
2025-09-10,113983.97,239.26,94345.47008568085
2025-09-11,115540.0,239.6,94479.53954914791
2025-09-12,116106.03,242.1,95465.34442758227
2025-09-15,115381.08,240.96,95015.8174030162
2025-09-16,116832.56,241.44,95205.0919396756
2025-09-17,116484.4,243.07,95847.8367204148
2025-09-18,117117.99,241.4,95189.31906162066
2025-09-19,115690.55,240.63,94885.69115906287
2025-09-22,112736.59,242.13,95477.17408612349
2025-09-23,112017.21,245.42,96774.49330614308
2025-09-24,113348.17,243.49,96013.45193999178
2025-09-25,109035.72,243.19,95895.15535457965
2025-09-26,109697.29,244.56,96435.37642796167
2025-09-29,114365.07,245.86,96947.99496474753
2025-09-30,114067.71,248.21,97874.65155047581
2025-10-01,118659.97,245.74,96900.67633058269
2025-10-02,120621.32,247.03,97409.35164785481
2025-10-03,122318.4,248.88,98138.84725789622
2025-10-06,124720.09,250.6,98817.08101425905
2025-10-07,121393.95,249.27,98292.63281893199
2025-10-08,123343.25,253.13,99814.7155512346
2025-10-09,121714.51,254.43,100327.33408802048
2025-10-10,112980.28,254.07,100185.37818552593
2025-10-13,115274.03,255.65,100808.40686869645
2025-10-14,113068.0,252.99,99759.5104780423
2025-10-15,110804.12,255.18,100623.07555155078
2025-10-16,108198.0,254.2,100236.6400392045
2025-10-17,106463.3,258.05,101754.77955199342
2025-10-20,110568.06,258.56,101955.88374719402
2025-10-21,108362.27,259.94,102500.04804008978
2025-10-22,107585.98,262.5,103509.51223560655
2025-10-23,110116.03,264.13,104152.25701634574
2025-10-24,111042.13,263.43,103876.23165038413
2025-10-27,114087.06,263.9,104061.56296752978
2025-10-28,112906.75,268.37,105824.1820901704
2025-10-29,110032.13,267.39,105437.74657782413
2025-10-30,108308.18,267.67,105548.15672420879
2025-10-31,109555.27,270.31,106589.16667583545
2025-11-03,106557.98,266.29,105003.99243131303
2025-11-04,101468.15,270.7,106742.9522368712
2025-11-05,103869.0,270.85,106802.10052957728
2025-11-06,101290.5,270.99,106857.3056027696
2025-11-07,103284.27,270.74,106758.72511492617
2025-11-10,105979.38,272.21,107338.37838344555
2025-11-11,103009.35,268.62,105922.76257801383
2025-11-12,101639.01,269.03,106084.43457807705
2025-11-13,99614.54,264.93,104467.71457744474
2025-11-14,94503.96,263.27,103813.14013816432
2025-11-17,92100.6,266.74,105181.4373094312
2025-11-18,92914.46,269.06,106096.26423661828
2025-11-19,91461.6,269.62,106317.08452938758
2025-11-20,86536.88,268.25,105776.86345600555
2025-11-21,85068.88,268.39,105832.06852919787
2025-11-24,88266.2,266.04,104905.41194346959
2025-11-25,87325.01,269.16,106135.69643175567
2025-11-26,90468.84,270.33,106597.05311486292
2025-11-28,90902.7,275.13,108489.79848145688
2025-12-01,86282.36,275.24,108533.173896108
2025-12-02,91308.05,276.73,109120.71360365486
2025-12-03,93453.84,279.96,110394.37350659203
2025-12-04,92093.54,281.11,110847.84375067185
2025-12-05,89345.29,280.75,110705.88784817728
2025-12-08,90653.86,278.49,109814.72023807264
2025-12-09,92690.0,277.25,109325.7610183692
2025-12-10,92035.99,278.47,109806.83379904518
2025-12-11,92542.0,278.24,109716.13975022921
2025-12-12,90278.0,281.97,111186.96062885327
2025-12-15,86417.5,284.06,112011.09350722437
2025-12-16,87854.01,288.14,113619.92706882922
2025-12-17,86209.77,287.57,113395.16355654619
2025-12-18,85460.02,288.16,113627.81350785671
2025-12-19,88092.65,286.42,112941.69331246639
2025-12-22,88556.77,279.72,110299.73623826235
2025-12-23,87429.32,273.71,107929.86131050615
2025-12-24,87609.03,275.2,108517.40101805303
2025-12-26,87296.01,285.38,112531.5984830377
2025-12-29,87110.78,292.35,115280.02248411268
2025-12-30,88397.5,297.93,117480.33897277813
2025-12-31,87497.94,296.23,116809.99165544278
2026-01-02,89957.99,297.78,117421.19068007206
2026-01-05,93870.06,307.47,121242.17038888362
2026-01-06,93722.01,306.12,120709.83575452906
2026-01-07,91279.73,315.59,124444.06463403835
2026-01-08,91026.0,311.11,122677.50229188403
2026-01-09,90515.45,303.65,119735.86053463591
2026-01-12,91188.09,308.07,121478.76355970785
2026-01-13,95384.23,304.73,120161.72824211957
2026-01-14,96955.16,309.07,121873.08551108159
2026-01-15,95587.65,306.06,120686.17643744663
2026-01-16,95504.0,303.77,119783.17916880077
2026-01-20,88310.6,297.46,117295.00765563246
2026-01-21,89363.71,297.98,117500.05507034683
2026-01-22,89463.5,306.88,121009.5204375731
2026-01-23,89474.93,315.48,124400.68921938726
2026-01-26,88250.01,310.75,122535.54638938946
2026-01-27,89116.96,304.63,120122.29604698218
2026-01-28,89162.4,306.84,120993.74755951813
2026-01-29,84513.2,298.19,117582.86268013531
2026-01-30,84110.99,299.46,118083.65155837995
2026-02-02,78666.85,293.16,115599.42326472541
2026-02-03,75661.49,297.84,117444.84999715448
2026-02-04,72998.0,294.24,116025.29097220904
2026-02-05,62791.0,298.03,117519.77116791549
2026-02-06,70527.7,303.58,119708.25799803976
2026-02-09,70101.99,305.82,120591.53916911694
2026-02-10,68803.65,303.11,119522.9266808941
2026-02-11,67024.93,309.75,122141.22443801574
2026-02-12,66208.0,304.5,120071.0341933036
2026-02-13,68812.0,303.81,119798.95204685572
2026-02-17,67466.7,305.61,120508.73155932846
2026-02-18,66419.79,303.6,119716.14443706724
2026-02-19,66972.5,311.67,122898.32258465332
2026-02-20,67984.42,308.91,121809.9939988618
2026-02-23,64625.78,310.9,122594.69468209552
2026-02-24,64068.33,309.33,121975.60921843875
2026-02-25,67992.68,305.18,120339.17312023774
2026-02-26,67490.51,306.62,120906.99673021592
2026-02-27,65859.94,306.71,120942.48570583956
2026-03-02,68832.01,308.37,121597.06014511998
2026-03-03,68335.99,312.2,123107.31321888139
2026-03-04,72683.26,316.29,124720.09
2026-03-05,70887.6,311.78,122941.69799930441
2026-03-06,68108.24,311.94,123004.78951152421
2026-03-09,68432.17,310.26,122342.32863321633
2026-03-10,69960.83,310.13,122291.06677953775
2026-03-11,70208.0,311.08,122665.6726333428
2026-03-12,70531.56,306.19,120737.43829112522
2026-03-13,70944.33,307.12,121104.15770590279
2026-03-16,74886.47,306.78,120970.08824243571
2026-03-17,73934.11,301.22,118777.65819279774
2026-03-18,71245.02,304.83,120201.16043725693
2026-03-19,69918.3,307.55,121273.71614499351
2026-03-20,70497.01,309.25,121944.06346232886
2026-03-23,70874.23,307.14,121112.04414493026
2026-03-24,70533.49,307.37,121202.73819374623
2026-03-25,71301.53,304.16,119936.96472983653
2026-03-26,68769.02,305.52,120473.2425837048
2026-03-27,66353.34,306.2,120741.38151063895
2026-03-30,66737.18,309.14,121900.68804767774
2026-03-31,68221.85,308.01,121455.10424262541
2026-04-01,68112.35,306.73,120950.37214486704
2026-04-02,66894.48,308.26,121553.68473046886
2026-04-06,68853.61,307.59,121289.48902304845
2026-04-07,71910.2,308.39,121604.94658414744
2026-04-08,71085.99,313.13,123474.03263365896
2026-04-09,71798.01,316.1,124645.16882923899
2026-04-10,72997.88,312.18,123099.42677985392
2026-04-13,74446.0,310.27,122346.27185273006
2026-04-14,74179.04,307.4,121214.56785228744
2026-04-15,74836.31,305.41,120429.86716905372
2026-04-16,75163.09,306.25,120761.09760820764
2026-04-17,77098.01,300.96,118675.13448544055
2026-04-20,75864.86,302.96,119463.77838818803
2026-04-21,76348.58,309.11,121888.85838913654
2026-04-22,78208.52,310.91,122598.63790160928
2026-04-23,78281.32,311.16,122697.21838945271
2026-04-24,77461.8,310.5,122436.96590154603
2026-04-27,77364.42,313.12,123470.08941414523
2026-04-28,76317.99,313.05,123442.48687754908
2026-04-29,75752.88,308.55,121668.03809636725
2026-04-30,76305.78,308.27,121557.62794998259
2026-05-01,78234.05,309.21,121928.2905842739
2026-05-04,79852.37,307.25,121155.41955958138
2026-05-05,80907.72,307.43,121226.39751082865
2026-05-06,81438.1,306.95,121037.12297416925
2026-05-07,80005.38,305.27,120374.66209586136
2026-05-08,80188.82,308.36,121593.11692560624
2026-05-11,81789.99,307.29,121171.19243763635
