date,MU_score,SNDK_score,WDC_score,STX_score,NVDA_score,AVGO_score,AMD_score,AEHR_score,CIEN_score,INTC_score,macro_score,confirming_tickers
2026-05-21,32,50,31,21,15,0,39,63,38,77,20,
