type,lookback,n_long,n_short,total_return,ann_return,ann_vol,sharpe,max_drawdown,calmar,n_weeks,key
hybrid,2,10,0,2.7667983011440627,0.3909263331588593,0.37609496918937707,1.0394351565016922,-0.34442239136086306,1.1350200886018251,209,hybrid_lb2_L10_S0
mean_reversion,8,3,0,3.248414834156513,0.4331949246756259,0.4173513973264372,1.037962080517,-0.4250358902358776,1.0191961070280922,209,mean_reversion_lb8_L3_S0
mean_reversion,2,5,0,2.5300366860252304,0.3686410646446612,0.3764893529447816,0.9791540232446587,-0.4449660020028664,0.8284701819585004,209,mean_reversion_lb2_L5_S0
hybrid,2,5,0,2.7559079529089945,0.3899247137477324,0.40670002381188586,0.9587526208950687,-0.3649095998297607,1.068551536955021,209,hybrid_lb2_L5_S0
momentum,2,3,0,2.786900068671334,0.39276945650065587,0.4125531806895914,0.9520456389261946,-0.37791353325690724,1.0393103764126106,209,momentum_lb2_L3_S0
momentum,4,10,0,2.3640338496882616,0.35233682259850396,0.3714807509012948,0.9484658942452782,-0.4272645982565766,0.824633784395407,209,momentum_lb4_L10_S0
mean_reversion,2,10,0,2.239728132695328,0.3397275418835215,0.35851464405648364,0.9475973925070624,-0.429123242450659,0.7916782599408693,209,mean_reversion_lb2_L10_S0
hybrid,2,8,0,2.418415640664999,0.3577433058033581,0.3821256178717426,0.936192940415295,-0.3427220706471116,1.0438292028519907,209,hybrid_lb2_L8_S0
mean_reversion,8,10,0,2.224488176463208,0.3381567542990873,0.3637338340696252,0.9296818789597617,-0.49888867543421234,0.6778200647765145,209,mean_reversion_lb8_L10_S0
mean_reversion,8,8,0,2.196262394869385,0.3352327224832181,0.3660527189907826,0.9158044868713554,-0.49752002138867,0.6738075013494368,209,mean_reversion_lb8_L8_S0
momentum,2,10,0,2.0962937800350376,0.3247179111029257,0.3715770374936478,0.8738912213015231,-0.43829172979894504,0.7408716364597653,209,momentum_lb2_L10_S0
hybrid,4,3,0,2.6285083111635705,0.3780421430606056,0.4359609325450207,0.8671468355058765,-0.49859379147681593,0.7582167077148295,209,hybrid_lb4_L3_S0
